Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365>2.5,B365<2.5,Avg>2.5,Avg<2.5
BE1,26/01/2025,Beerschot VA,St. Gilloise,0,4,A,1.73,2.08,1.73,2.06
BE1,26/01/2025,Anderlecht,Mechelen,4,1,H,1.8,2,1.79,2
BE1,26/01/2025,Oud-Heverlee Leuven,Gent,0,0,D,1.98,1.88,1.94,1.84
BE1,31/01/2025,Oud-Heverlee Leuven,Mechelen,1,0,H,2.03,1.83,1.98,1.82
BE1,01/02/2025,Charleroi,Dender,5,0,H,2,1.85,1.97,1.82
BE1,01/02/2025,Cercle Brugge,Standard,1,1,D,2.1,1.7,2.12,1.69
BE1,01/02/2025,Genk,Beerschot VA,1,0,H,1.44,2.7,1.41,2.73
BE1,02/02/2025,Antwerp,Club Brugge,2,1,H,1.7,2.1,1.71,2.09
BE1,02/02/2025,St. Gilloise,St Truiden,2,1,H,1.62,2.25,1.62,2.24
BE1,02/02/2025,Gent,Anderlecht,1,0,H,1.83,2.03,1.82,1.97
BE1,02/02/2025,Kortrijk,Westerlo,1,2,A,1.75,2.05,1.75,2.05
BE1,07/02/2025,Mechelen,Gent,3,3,D,1.9,1.95,1.88,1.91
BE1,08/02/2025,Club Brugge,Oud-Heverlee Leuven,1,0,H,1.62,2.25,1.61,2.25
BE1,08/02/2025,Dender,St Truiden,2,1,H,1.98,1.88,1.93,1.85
BE1,08/02/2025,Genk,Cercle Brugge,2,1,H,1.62,2.25,1.61,2.26
BE1,09/02/2025,Anderlecht,Antwerp,2,0,H,1.98,1.88,1.95,1.84
BE1,09/02/2025,Kortrijk,St. Gilloise,1,2,A,1.75,2.05,1.75,2.04
BE1,09/02/2025,Westerlo,Standard,4,2,H,1.7,2.1,1.68,2.15
BE1,09/02/2025,Beerschot VA,Charleroi,1,1,D,1.93,1.93,1.89,1.9
BE1,14/02/2025,Standard,Genk,1,2,A,1.85,2,1.8,2.01
BE1,15/02/2025,Oud-Heverlee Leuven,Dender,3,2,H,2.1,1.7,2.12,1.7
BE1,15/02/2025,Antwerp,Kortrijk,2,1,H,1.7,2.1,1.7,2.12
BE1,15/02/2025,St Truiden,Club Brugge,2,2,D,1.62,2.25,1.61,2.28
BE1,16/02/2025,Gent,Beerschot VA,3,2,H,1.63,2.15,1.67,2.16
BE1,16/02/2025,St. Gilloise,Mechelen,0,1,A,1.63,2.15,1.65,2.2
BE1,16/02/2025,Charleroi,Anderlecht,0,1,A,1.98,1.88,1.94,1.85
BE1,16/02/2025,Cercle Brugge,Westerlo,1,1,D,1.7,2.1,1.71,2.1
BE1,21/02/2025,Mechelen,St Truiden,1,1,D,1.57,2.35,1.56,2.37
BE1,22/02/2025,Dender,Beerschot VA,0,0,D,1.98,1.88,1.93,1.85
BE1,22/02/2025,Westerlo,Charleroi,1,3,A,1.67,2.15,1.67,2.16
BE1,22/02/2025,Antwerp,Oud-Heverlee Leuven,2,2,D,1.95,1.9,1.92,1.87
BE1,23/02/2025,Club Brugge,Standard,1,2,A,1.57,2.35,1.55,2.39
BE1,23/02/2025,Genk,Gent,0,0,D,1.62,2.25,1.61,2.27
BE1,23/02/2025,Anderlecht,St. Gilloise,0,2,A,1.9,1.95,1.86,1.93
BE1,23/02/2025,Kortrijk,Cercle Brugge,1,1,D,2.03,1.83,2,1.8
BE1,28/02/2025,Charleroi,Genk,1,1,D,1.9,1.95,1.87,1.92
BE1,01/03/2025,Cercle Brugge,Antwerp,0,0,D,2,1.85,1.95,1.84
BE1,01/03/2025,Gent,Club Brugge,1,1,D,1.7,2.1,1.7,2.12
BE1,01/03/2025,St Truiden,Kortrijk,4,2,H,1.83,2.03,1.8,2
BE1,01/03/2025,St. Gilloise,Dender,4,1,H,1.67,2.15,1.66,2.19
BE1,02/03/2025,Beerschot VA,Mechelen,1,0,H,1.73,2.08,1.74,2.05
BE1,02/03/2025,Standard,Anderlecht,0,2,A,2.08,1.73,2.08,1.72
BE1,02/03/2025,Oud-Heverlee Leuven,Westerlo,0,0,D,1.65,2.2,1.63,2.23
BE1,07/03/2025,St Truiden,Beerschot VA,2,0,H,1.7,2.1,1.69,2.14
BE1,08/03/2025,Kortrijk,Oud-Heverlee Leuven,2,0,H,2.1,1.7,2.08,1.72
BE1,08/03/2025,Charleroi,Mechelen,0,1,A,1.88,1.98,1.83,1.95
BE1,08/03/2025,Dender,Genk,0,1,A,1.67,2.1,1.69,2.12
BE1,09/03/2025,Cercle Brugge,Club Brugge,1,3,A,1.89,1.84,1.9,1.87
BE1,09/03/2025,Westerlo,Anderlecht,2,0,H,1.7,2.1,1.69,2.12
BE1,09/03/2025,Antwerp,Gent,0,1,A,1.73,2.08,1.74,2.06
BE1,09/03/2025,St. Gilloise,Standard,3,0,H,1.7,2.1,1.69,2.13
BE1,15/03/2025,Genk,St. Gilloise,2,1,H,1.8,2,1.79,2.01
BE1,16/03/2025,Standard,Antwerp,0,0,D,2.15,1.63,2.14,1.69
BE1,16/03/2025,Anderlecht,Cercle Brugge,3,0,H,1.94,1.79,1.95,1.83
BE1,16/03/2025,Club Brugge,Charleroi,4,2,H,1.88,1.98,1.85,1.94
BE1,16/03/2025,Gent,Kortrijk,1,2,A,1.77,1.97,1.81,1.98
BE1,16/03/2025,Mechelen,Dender,2,1,H,1.85,2,1.82,1.97
BE1,16/03/2025,Oud-Heverlee Leuven,St Truiden,3,2,H,1.92,1.82,1.93,1.85
BE1,16/03/2025,Beerschot VA,Westerlo,1,2,A,1.62,2.25,1.61,2.27
BE1,28/03/2025,Oud-Heverlee Leuven,Charleroi,0,0,D,2.2,1.65,2.19,1.65
BE1,29/03/2025,Beerschot VA,St Truiden,0,1,A,1.75,2.05,1.75,2.05
BE1,29/03/2025,Standard,Mechelen,2,2,D,2.1,1.7,2.11,1.69
BE1,29/03/2025,St. Gilloise,Antwerp,5,1,H,1.73,2.08,1.72,2.09
BE1,30/03/2025,Club Brugge,Anderlecht,2,0,H,1.73,2.08,1.73,2.07
BE1,30/03/2025,Kortrijk,Cercle Brugge,2,2,D,2.15,1.67,2.15,1.66
BE1,30/03/2025,Genk,Gent,4,0,H,1.57,2.35,1.57,2.34
BE1,30/03/2025,Dender,Westerlo,1,0,H,1.7,2.1,1.72,2.08
BE1,04/04/2025,Mechelen,Dender,5,2,H,1.67,2.15,1.7,2.12
BE1,05/04/2025,Cercle Brugge,Beerschot VA,2,1,H,1.93,1.93,1.89,1.89
BE1,05/04/2025,Westerlo,Oud-Heverlee Leuven,2,2,D,1.75,2.05,1.75,2.04
BE1,05/04/2025,Gent,St. Gilloise,0,3,A,1.7,2.1,1.67,2.16
BE1,06/04/2025,Antwerp,Club Brugge,2,3,A,1.67,2.15,1.67,2.16
BE1,06/04/2025,St Truiden,Kortrijk,0,3,A,1.83,2.03,1.8,1.98
BE1,06/04/2025,Anderlecht,Genk,1,2,A,1.93,1.93,1.88,1.9
BE1,06/04/2025,Charleroi,Standard,1,0,H,2.08,1.73,2.09,1.72
BE1,11/04/2025,Westerlo,Charleroi,2,2,D,1.62,2.25,1.63,2.25
BE1,12/04/2025,Kortrijk,Beerschot VA,3,2,H,1.73,2.08,1.72,2.09
BE1,12/04/2025,St Truiden,Cercle Brugge,3,1,H,1.98,1.88,1.95,1.84
BE1,12/04/2025,St. Gilloise,Anderlecht,2,0,H,1.8,2,1.77,2.03
BE1,13/04/2025,Antwerp,Gent,0,1,A,1.75,2.05,1.75,2.04
BE1,13/04/2025,Mechelen,Oud-Heverlee Leuven,1,1,D,1.67,2.15,1.68,2.14
BE1,13/04/2025,Club Brugge,Genk,1,0,H,1.62,2.25,1.61,2.27
BE1,13/04/2025,Dender,Standard,1,1,D,2.2,1.65,2.19,1.65
BE1,19/04/2025,Oud-Heverlee Leuven,Dender,4,4,D,2.03,1.83,1.98,1.81
BE1,19/04/2025,Charleroi,Mechelen,3,0,H,1.85,2,1.83,1.96
BE1,19/04/2025,Standard,Westerlo,1,1,D,1.83,2.03,1.8,1.99
BE1,20/04/2025,Anderlecht,Antwerp,0,0,D,1.85,2,1.81,1.98
BE1,20/04/2025,Genk,St. Gilloise,1,2,A,1.73,2.08,1.74,2.05
BE1,20/04/2025,Gent,Club Brugge,0,5,A,1.57,2.35,1.57,2.35
BE1,22/04/2025,Dender,Charleroi,2,1,H,1.75,2.05,1.75,2.05
BE1,22/04/2025,Mechelen,Westerlo,2,3,A,1.4,2.88,1.39,2.9
BE1,22/04/2025,Standard,Oud-Heverlee Leuven,0,1,A,2.15,1.67,2.17,1.67
BE1,23/04/2025,Anderlecht,Gent,5,0,H,1.83,2.03,1.81,2
BE1,23/04/2025,Antwerp,Genk,1,1,D,1.67,2.15,1.67,2.18
BE1,24/04/2025,Club Brugge,St. Gilloise,0,1,A,1.77,2.02,1.77,2.02
BE1,25/04/2025,Beerschot VA,Kortrijk,2,0,H,1.7,2.1,1.72,2.11
BE1,26/04/2025,Oud-Heverlee Leuven,Standard,1,1,D,2.05,1.75,2.08,1.73
BE1,26/04/2025,Westerlo,Mechelen,2,2,D,1.48,2.6,1.48,2.55
BE1,26/04/2025,Cercle Brugge,St Truiden,3,1,H,1.8,2,1.77,2.02
BE1,26/04/2025,Charleroi,Dender,4,1,H,1.7,2.1,1.71,2.1
BE1,27/04/2025,Gent,Anderlecht,0,1,A,1.88,1.98,1.87,1.92
BE1,27/04/2025,Genk,Antwerp,0,1,A,1.57,2.35,1.56,2.38
BE1,27/04/2025,St. Gilloise,Club Brugge,0,0,D,1.98,1.88,1.94,1.85
BE1,01/05/2025,Antwerp,Anderlecht,1,3,A,1.8,2,1.78,2.02
BE1,01/05/2025,Club Brugge,Gent,4,1,H,1.48,2.6,1.45,2.62
BE1,02/05/2025,Westerlo,Dender,4,2,H,1.44,2.7,1.41,2.79
BE1,03/05/2025,Cercle Brugge,Kortrijk,0,2,A,1.85,2,1.84,1.95
BE1,03/05/2025,Oud-Heverlee Leuven,Mechelen,1,2,A,1.7,2.1,1.72,2.09
BE1,03/05/2025,St. Gilloise,Genk,1,0,H,1.67,2.15,1.68,2.15
BE1,04/05/2025,Standard,Charleroi,0,1,A,2.1,1.7,2.09,1.71
BE1,04/05/2025,St Truiden,Beerschot VA,2,1,H,1.57,2.35,1.56,2.36
BE1,09/05/2025,Charleroi,Westerlo,4,3,H,1.44,2.7,1.44,2.69
BE1,10/05/2025,Beerschot VA,Cercle Brugge,4,2,H,1.62,2.25,1.62,2.24
BE1,10/05/2025,Kortrijk,St Truiden,2,2,D,1.73,2.08,1.74,2.05
BE1,10/05/2025,Mechelen,Standard,0,0,D,1.73,2.08,1.73,2.07
BE1,10/05/2025,Anderlecht,St. Gilloise,0,1,A,2.05,1.8,2.01,1.78
BE1,11/05/2025,Gent,Antwerp,0,3,A,1.67,2.15,1.65,2.19
BE1,11/05/2025,Genk,Club Brugge,0,2,A,1.62,2.25,1.63,2.22
BE1,11/05/2025,Dender,Oud-Heverlee Leuven,5,0,H,1.73,2.08,1.73,2.07
BE1,16/05/2025,Oud-Heverlee Leuven,Westerlo,0,2,A,1.5,2.5,1.49,2.53
BE1,17/05/2025,Standard,Dender,0,0,D,1.7,2.1,1.69,2.12
BE1,17/05/2025,Antwerp,St. Gilloise,0,4,A,1.8,2,1.77,2.02
BE1,18/05/2025,Anderlecht,Club Brugge,1,3,A,1.7,2.1,1.71,2.09
BE1,18/05/2025,Mechelen,Charleroi,1,1,D,1.6,2.3,1.58,2.32
BE1,18/05/2025,Gent,Genk,1,4,A,1.6,2.3,1.58,2.33
BE1,24/05/2025,Charleroi,Oud-Heverlee Leuven,2,1,H,1.57,2.35,1.59,2.31
BE1,24/05/2025,Dender,Mechelen,2,2,D,1.5,2.5,1.48,2.54
BE1,24/05/2025,Westerlo,Standard,0,0,D,1.5,2.5,1.49,2.5
BE1,25/05/2025,Club Brugge,Antwerp,1,1,D,1.36,3.1,1.38,2.87
BE1,25/05/2025,Genk,Anderlecht,2,1,H,1.7,2.1,1.71,2.1
BE1,25/05/2025,St. Gilloise,Gent,3,1,H,1.4,2.88,1.39,2.85
BE1,28/07/2023,St. Gilloise,Anderlecht,2,0,H,1.88,1.98,1.84,1.96
BE1,29/07/2023,Eupen,Westerlo,2,2,D,1.9,1.95,1.88,1.9
BE1,29/07/2023,Charleroi,Oud-Heverlee Leuven,1,1,D,1.73,2.08,1.76,2.03
BE1,29/07/2023,RWD Molenbeek,Genk,0,4,A,1.73,2.08,1.73,2.08
BE1,30/07/2023,Antwerp,Cercle Brugge,1,0,H,1.88,1.98,1.84,1.93
BE1,30/07/2023,Gent,Kortrijk,3,2,H,1.57,2.35,1.59,2.33
BE1,30/07/2023,Club Brugge,Mechelen,1,1,D,1.57,2.35,1.57,2.34
BE1,30/07/2023,St Truiden,Standard,1,0,H,2.08,1.73,2.05,1.75
BE1,04/08/2023,Standard,St. Gilloise,0,1,A,1.73,2.08,1.75,2.06
BE1,05/08/2023,Genk,Eupen,0,1,A,1.44,2.7,1.45,2.67
BE1,05/08/2023,Cercle Brugge,Charleroi,2,0,H,1.7,2.1,1.7,2.12
BE1,05/08/2023,Oud-Heverlee Leuven,RWD Molenbeek,1,2,A,1.67,2.15,1.66,2.18
BE1,06/08/2023,Anderlecht,Antwerp,1,0,H,1.8,2,1.77,2.03
BE1,06/08/2023,Mechelen,Gent,0,1,A,1.6,2.3,1.61,2.28
BE1,06/08/2023,Westerlo,Club Brugge,0,1,A,1.62,2.25,1.63,2.24
BE1,06/08/2023,Kortrijk,St Truiden,0,1,A,2.03,1.83,1.95,1.83
BE1,11/08/2023,Antwerp,Kortrijk,6,0,H,1.5,2.5,1.49,2.54
BE1,12/08/2023,RWD Molenbeek,Mechelen,1,0,H,1.6,2.3,1.6,2.3
BE1,12/08/2023,St. Gilloise,Oud-Heverlee Leuven,5,1,H,1.53,2.4,1.54,2.43
BE1,13/08/2023,St Truiden,Anderlecht,0,1,A,2,1.85,1.94,1.83
BE1,13/08/2023,Cercle Brugge,Genk,0,1,A,1.57,2.35,1.56,2.36
BE1,13/08/2023,Eupen,Club Brugge,0,5,A,1.57,2.35,1.56,2.34
BE1,13/08/2023,Charleroi,Standard,1,1,D,1.73,2.08,1.72,2.09
BE1,13/08/2023,Westerlo,Gent,1,3,A,1.57,2.35,1.54,2.41
BE1,18/08/2023,Oud-Heverlee Leuven,Antwerp,1,1,D,1.62,2.25,1.61,2.28
BE1,19/08/2023,Standard,Cercle Brugge,0,1,A,1.7,2.1,1.71,2.1
BE1,19/08/2023,Mechelen,St. Gilloise,4,0,H,1.62,2.25,1.62,2.25
BE1,20/08/2023,Anderlecht,Westerlo,2,1,H,1.65,2.2,1.64,2.21
BE1,20/08/2023,Genk,Charleroi,0,0,D,1.53,2.4,1.54,2.42
BE1,20/08/2023,Gent,St Truiden,2,2,D,1.73,2.08,1.73,2.09
BE1,20/08/2023,Club Brugge,RWD Molenbeek,7,1,H,1.44,2.7,1.44,2.69
BE1,20/08/2023,Kortrijk,Eupen,1,3,A,1.62,2.25,1.61,2.26
BE1,26/08/2023,Westerlo,Mechelen,2,3,A,1.57,2.35,1.57,2.35
BE1,26/08/2023,Eupen,Oud-Heverlee Leuven,3,1,H,1.57,2.35,1.55,2.39
BE1,26/08/2023,Kortrijk,Standard,1,1,D,1.7,2.1,1.67,2.17
BE1,27/08/2023,St Truiden,Cercle Brugge,0,2,A,1.98,1.88,1.92,1.86
BE1,27/08/2023,Anderlecht,Charleroi,2,1,H,1.73,2.08,1.73,2.09
BE1,01/09/2023,Oud-Heverlee Leuven,Kortrijk,3,0,H,1.36,3.1,1.39,2.88
BE1,02/09/2023,Cercle Brugge,Westerlo,2,1,H,1.57,2.35,1.56,2.37
BE1,02/09/2023,Mechelen,Eupen,1,0,H,1.57,2.35,1.54,2.42
BE1,02/09/2023,Standard,RWD Molenbeek,1,1,D,1.7,2.1,1.71,2.12
BE1,03/09/2023,Gent,Club Brugge,2,1,H,1.62,2.25,1.61,2.27
BE1,03/09/2023,St. Gilloise,Antwerp,2,2,D,2.03,1.83,1.98,1.81
BE1,03/09/2023,Genk,Anderlecht,1,1,D,1.65,2.2,1.63,2.22
BE1,03/09/2023,Charleroi,St Truiden,1,1,D,2.05,1.8,2.01,1.78
BE1,15/09/2023,Westerlo,Antwerp,0,3,A,1.65,2.2,1.64,2.23
BE1,16/09/2023,RWD Molenbeek,Cercle Brugge,2,1,H,1.62,2.25,1.63,2.25
BE1,16/09/2023,St. Gilloise,Genk,0,2,A,1.67,2.15,1.68,2.16
BE1,16/09/2023,Club Brugge,Charleroi,4,2,H,1.48,2.6,1.48,2.57
BE1,17/09/2023,Eupen,Standard,1,3,A,1.83,2.03,1.78,2.03
BE1,17/09/2023,Kortrijk,Anderlecht,2,2,D,1.6,2.3,1.6,2.31
BE1,17/09/2023,Oud-Heverlee Leuven,Gent,1,1,D,1.53,2.4,1.55,2.41
BE1,17/09/2023,St Truiden,Mechelen,2,0,H,1.98,1.88,1.94,1.85
BE1,22/09/2023,Standard,Westerlo,0,0,D,1.57,2.35,1.59,2.34
BE1,23/09/2023,Charleroi,Kortrijk,1,0,H,1.57,2.35,1.58,2.35
BE1,23/09/2023,Mechelen,Oud-Heverlee Leuven,1,2,A,1.57,2.35,1.56,2.37
BE1,23/09/2023,Antwerp,RWD Molenbeek,0,0,D,1.53,2.4,1.56,2.4
BE1,24/09/2023,Genk,St Truiden,3,3,D,1.67,2.15,1.69,2.14
BE1,24/09/2023,Cercle Brugge,St. Gilloise,0,2,A,1.83,2.03,1.81,1.99
BE1,24/09/2023,Anderlecht,Club Brugge,1,1,D,1.65,2.2,1.64,2.22
BE1,24/09/2023,Gent,Eupen,2,1,H,1.5,2.5,1.49,2.54
BE1,27/09/2023,Antwerp,Gent,0,0,D,1.7,2.1,1.71,2.12
BE1,28/09/2023,RWD Molenbeek,St. Gilloise,2,3,A,1.6,2.3,1.59,2.33
BE1,28/09/2023,Club Brugge,Genk,1,1,D,1.57,2.35,1.56,2.38
BE1,29/09/2023,Kortrijk,Cercle Brugge,2,1,H,1.5,2.5,1.5,2.53
BE1,30/09/2023,Eupen,Anderlecht,1,3,A,1.67,2.15,1.65,2.2
BE1,30/09/2023,Oud-Heverlee Leuven,Standard,1,2,A,1.57,2.35,1.54,2.4
BE1,30/09/2023,Mechelen,Antwerp,0,0,D,1.67,2.15,1.67,2.16
BE1,01/10/2023,St. Gilloise,Charleroi,3,1,H,1.57,2.35,1.58,2.34
BE1,01/10/2023,Genk,Westerlo,3,3,D,1.53,2.4,1.51,2.49
BE1,01/10/2023,Club Brugge,St Truiden,1,1,D,1.62,2.25,1.58,2.34
BE1,01/10/2023,RWD Molenbeek,Gent,1,1,D,1.53,2.4,1.56,2.4
BE1,06/10/2023,Charleroi,RWD Molenbeek,2,1,H,1.62,2.25,1.64,2.23
BE1,07/10/2023,Cercle Brugge,Oud-Heverlee Leuven,3,2,H,1.48,2.6,1.49,2.57
BE1,07/10/2023,Westerlo,Kortrijk,1,0,H,1.48,2.6,1.47,2.61
BE1,07/10/2023,Anderlecht,Mechelen,3,1,H,1.62,2.25,1.61,2.23
BE1,08/10/2023,Standard,Club Brugge,2,1,H,1.53,2.4,1.54,2.4
BE1,08/10/2023,Antwerp,Eupen,4,1,H,1.5,2.5,1.49,2.54
BE1,08/10/2023,Gent,Genk,1,1,D,1.57,2.35,1.56,2.37
BE1,08/10/2023,St Truiden,St. Gilloise,0,4,A,1.73,2.08,1.74,2.07
BE1,20/10/2023,St. Gilloise,Eupen,4,1,H,1.44,2.7,1.4,2.84
BE1,21/10/2023,Kortrijk,Club Brugge,1,0,H,1.44,2.7,1.44,2.72
BE1,21/10/2023,RWD Molenbeek,Westerlo,1,1,D,1.67,2.15,1.66,2.19
BE1,21/10/2023,Charleroi,Antwerp,3,2,H,1.83,2.03,1.83,1.97
BE1,22/10/2023,Genk,Mechelen,4,0,H,1.57,2.35,1.56,2.38
BE1,22/10/2023,Cercle Brugge,Gent,2,0,H,1.67,2.15,1.68,2.16
BE1,22/10/2023,Standard,Anderlecht,3,2,H,1.85,2,1.84,1.94
BE1,22/10/2023,Oud-Heverlee Leuven,St Truiden,4,0,H,1.73,2.08,1.74,2.07
BE1,27/10/2023,St Truiden,RWD Molenbeek,2,1,H,1.73,2.08,1.73,2.09
BE1,28/10/2023,Mechelen,Cercle Brugge,0,2,A,1.67,2.15,1.66,2.2
BE1,28/10/2023,Eupen,Charleroi,2,0,H,1.62,2.25,1.62,2.26
BE1,28/10/2023,Anderlecht,Oud-Heverlee Leuven,5,1,H,1.53,2.4,1.54,2.43
BE1,29/10/2023,Club Brugge,Antwerp,2,1,H,1.7,2.1,1.69,2.15
BE1,29/10/2023,Westerlo,St. Gilloise,1,3,A,1.57,2.35,1.56,2.39
BE1,29/10/2023,Gent,Standard,3,1,H,1.53,2.4,1.54,2.42
BE1,29/10/2023,Kortrijk,Genk,0,3,A,1.44,2.7,1.44,2.66
BE1,03/11/2023,St Truiden,Eupen,1,1,D,1.67,2.15,1.66,2.2
BE1,04/11/2023,RWD Molenbeek,Kortrijk,1,1,D,1.62,2.25,1.6,2.29
BE1,04/11/2023,Oud-Heverlee Leuven,Westerlo,0,2,A,1.53,2.4,1.53,2.47
BE1,04/11/2023,Antwerp,Genk,3,2,H,1.65,2.2,1.64,2.22
BE1,05/11/2023,Cercle Brugge,Anderlecht,0,3,A,1.73,2.08,1.73,2.08
BE1,05/11/2023,Standard,Mechelen,1,1,D,1.67,2.15,1.68,2.16
BE1,05/11/2023,St. Gilloise,Club Brugge,2,1,H,1.62,2.25,1.61,2.27
BE1,05/11/2023,Charleroi,Gent,1,3,A,1.65,2.2,1.64,2.22
BE1,10/11/2023,Westerlo,St Truiden,3,3,D,1.88,1.98,1.81,1.99
BE1,11/11/2023,Antwerp,Standard,6,0,H,1.67,2.15,1.68,2.15
BE1,11/11/2023,Eupen,RWD Molenbeek,1,3,A,1.67,2.15,1.68,2.16
BE1,11/11/2023,Mechelen,Charleroi,1,0,H,1.73,2.08,1.71,2.11
BE1,12/11/2023,Club Brugge,Cercle Brugge,0,0,D,1.57,2.35,1.56,2.37
BE1,12/11/2023,Genk,Oud-Heverlee Leuven,3,1,H,1.36,3.1,1.35,3.08
BE1,12/11/2023,Gent,Anderlecht,1,1,D,1.67,2.15,1.68,2.16
BE1,12/11/2023,St. Gilloise,Kortrijk,3,0,H,1.44,2.7,1.43,2.73
BE1,24/11/2023,St Truiden,Antwerp,1,1,D,2,1.85,1.97,1.82
BE1,25/11/2023,Cercle Brugge,Eupen,2,0,H,1.53,2.4,1.54,2.4
BE1,25/11/2023,Charleroi,Westerlo,3,2,H,1.7,2.1,1.69,2.14
BE1,25/11/2023,Standard,Genk,1,0,H,1.57,2.35,1.59,2.33
BE1,26/11/2023,Gent,St. Gilloise,1,1,D,1.67,2.15,1.68,2.17
BE1,26/11/2023,Oud-Heverlee Leuven,Club Brugge,0,1,A,1.53,2.4,1.51,2.5
BE1,26/11/2023,Anderlecht,RWD Molenbeek,2,1,H,1.6,2.3,1.6,2.31
BE1,26/11/2023,Kortrijk,Mechelen,0,3,A,1.73,2.08,1.75,2.05
BE1,01/12/2023,Westerlo,Anderlecht,1,3,A,1.73,2.08,1.71,2.11
BE1,02/12/2023,RWD Molenbeek,Charleroi,0,0,D,1.75,2.05,1.77,2.04
BE1,02/12/2023,Eupen,Kortrijk,1,1,D,1.7,2.1,1.66,2.19
BE1,02/12/2023,Antwerp,Oud-Heverlee Leuven,1,0,H,1.44,2.7,1.43,2.74
BE1,03/12/2023,Genk,Gent,2,2,D,1.57,2.35,1.54,2.41
BE1,03/12/2023,Mechelen,St Truiden,0,2,A,1.9,1.95,1.86,1.92
BE1,03/12/2023,Club Brugge,Standard,2,0,H,1.48,2.6,1.45,2.63
BE1,03/12/2023,St. Gilloise,Cercle Brugge,2,1,H,1.62,2.25,1.61,2.28
BE1,08/12/2023,Kortrijk,Westerlo,1,2,A,1.93,1.93,1.86,1.93
BE1,09/12/2023,Cercle Brugge,Antwerp,1,3,A,1.8,2,1.75,2.05
BE1,09/12/2023,St Truiden,Oud-Heverlee Leuven,1,1,D,1.67,2.15,1.65,2.21
BE1,09/12/2023,Gent,RWD Molenbeek,4,0,H,1.44,2.7,1.42,2.8
BE1,10/12/2023,Mechelen,Club Brugge,0,0,D,1.62,2.25,1.62,2.26
BE1,10/12/2023,Eupen,Genk,1,3,A,1.44,2.7,1.41,2.8
BE1,10/12/2023,Anderlecht,Standard,2,2,D,1.65,2.2,1.63,2.24
BE1,10/12/2023,Charleroi,St. Gilloise,1,3,A,1.7,2.1,1.71,2.11
BE1,15/12/2023,Westerlo,Eupen,2,0,H,1.67,2.15,1.66,2.19
BE1,16/12/2023,Oud-Heverlee Leuven,Cercle Brugge,1,2,A,1.6,2.3,1.58,2.34
BE1,16/12/2023,RWD Molenbeek,St Truiden,3,0,H,2.03,1.83,1.96,1.84
BE1,16/12/2023,Standard,Charleroi,0,0,D,1.9,1.95,1.83,1.97
BE1,17/12/2023,Club Brugge,Gent,2,0,H,1.67,2.15,1.66,2.19
BE1,17/12/2023,St. Gilloise,Mechelen,1,0,H,1.62,2.25,1.59,2.32
BE1,17/12/2023,Antwerp,Anderlecht,1,1,D,1.9,1.95,1.85,1.94
BE1,17/12/2023,Genk,Kortrijk,4,0,H,1.4,2.88,1.41,2.76
BE1,20/12/2023,Cercle Brugge,Kortrijk,3,0,H,1.57,2.35,1.58,2.34
BE1,20/12/2023,Mechelen,Standard,3,0,H,2,1.85,1.95,1.84
BE1,21/12/2023,Gent,Oud-Heverlee Leuven,4,0,H,1.36,3.1,1.36,3.04
BE1,22/12/2023,RWD Molenbeek,Club Brugge,1,6,A,1.62,2.25,1.63,2.23
BE1,23/12/2023,Eupen,St. Gilloise,1,2,A,1.48,2.6,1.47,2.6
BE1,23/12/2023,Antwerp,Westerlo,2,2,D,1.53,2.4,1.53,2.45
BE1,23/12/2023,St Truiden,Charleroi,1,0,H,2.05,1.75,2.02,1.77
BE1,23/12/2023,Anderlecht,Genk,2,1,H,1.67,2.15,1.65,2.2
BE1,26/12/2023,Genk,Antwerp,3,0,H,1.62,2.25,1.62,2.28
BE1,26/12/2023,Kortrijk,Gent,0,2,A,1.53,2.4,1.53,2.43
BE1,26/12/2023,Oud-Heverlee Leuven,Eupen,3,0,H,1.6,2.3,1.58,2.33
BE1,26/12/2023,Westerlo,RWD Molenbeek,3,0,H,1.75,2.05,1.76,2.04
BE1,26/12/2023,Club Brugge,St. Gilloise,1,1,D,1.88,1.98,1.83,1.96
BE1,27/12/2023,Standard,St Truiden,1,1,D,2.05,1.8,1.96,1.82
BE1,27/12/2023,Anderlecht,Cercle Brugge,2,0,H,1.7,2.1,1.72,2.09
BE1,27/12/2023,Charleroi,Mechelen,3,1,H,2.05,1.8,1.97,1.82
BE1,19/01/2024,Gent,Mechelen,1,2,A,1.73,2.08,1.72,2.1
BE1,20/01/2024,Genk,Cercle Brugge,1,1,D,1.6,2.3,1.57,2.35
BE1,20/01/2024,Standard,Kortrijk,0,1,A,1.85,2,1.8,1.99
BE1,20/01/2024,Club Brugge,Westerlo,3,0,H,1.48,2.6,1.45,2.66
BE1,21/01/2024,Antwerp,Charleroi,4,1,H,1.75,2.05,1.77,2.03
BE1,21/01/2024,St. Gilloise,St Truiden,2,1,H,1.7,2.1,1.69,2.14
BE1,21/01/2024,Oud-Heverlee Leuven,Anderlecht,1,1,D,1.6,2.3,1.57,2.35
BE1,24/01/2024,RWD Molenbeek,Eupen,0,1,A,1.75,2.05,1.73,2.06
BE1,26/01/2024,Cercle Brugge,Standard,1,1,D,1.65,2.2,1.64,2.25
