Date,League,LeagueName,HomeTeam,AwayTeam,FTHG,FTAG,O25,U25,BTTSY,BTTSN
2024-11-20,AT1,Österreich · Bundesliga,Hartberg,Austria Wien,1,2,1.5,2.71,1.45,2.86
2024-08-03,AT2,Österreich · 2. Liga,Liefering,Lustenau,0,2,1.34,3.09,1.5,2.66
2024-08-04,AT2,Österreich · 2. Liga,Liefering,Ried,4,0,1.65,2.19,1.7,2.06
2024-08-07,AT2,Österreich · 2. Liga,Liefering,Amstetten,4,2,1.8,2.14,1.72,2.05
2024-08-08,AT2,Österreich · 2. Liga,Amstetten,Kapfenberg,0,2,1.83,1.92,1.77,2.01
2024-08-10,AT2,Österreich · 2. Liga,Amstetten,Ried,1,2,1.57,2.43,1.47,2.61
2024-08-13,AT2,Österreich · 2. Liga,Liefering,Kapfenberg,4,2,1.71,2.19,1.89,1.89
2024-08-14,AT2,Österreich · 2. Liga,Liefering,St. Pölten,2,0,1.75,1.98,1.8,2.0
2024-08-16,AT2,Österreich · 2. Liga,Vienna,Liefering,3,1,2.05,1.77,1.93,1.91
2024-08-19,AT2,Österreich · 2. Liga,Vienna,Ried,0,2,2.08,1.69,2.01,1.8
2024-08-22,AT2,Österreich · 2. Liga,Kapfenberg,Lustenau,0,2,1.57,2.45,1.59,2.51
2024-08-25,AT2,Österreich · 2. Liga,St. Pölten,Vienna,1,4,2.14,1.6,1.94,1.85
2024-08-27,AT2,Österreich · 2. Liga,Kapfenberg,Liefering,1,0,2.56,1.56,2.13,1.64
2024-08-30,AT2,Österreich · 2. Liga,Vienna,Kapfenberg,0,1,1.83,1.87,1.89,1.99
2024-08-31,AT2,Österreich · 2. Liga,Kapfenberg,Vienna,3,2,1.9,1.93,1.67,2.16
2024-09-01,AT2,Österreich · 2. Liga,Vienna,Admira,2,0,1.7,2.35,1.52,2.29
2024-09-02,AT2,Österreich · 2. Liga,Kapfenberg,Amstetten,2,1,1.77,2.02,1.58,2.22
2024-09-04,AT2,Österreich · 2. Liga,Admira,Lustenau,1,2,1.52,2.57,1.5,2.61
2024-09-07,AT2,Österreich · 2. Liga,Admira,Kapfenberg,1,0,2.01,1.87,1.76,1.98
2024-09-08,AT2,Österreich · 2. Liga,St. Pölten,Ried,1,1,2.43,1.51,2.09,1.8
2024-09-11,AT2,Österreich · 2. Liga,Vienna,St. Pölten,0,1,2.74,1.53,2.26,1.57
2024-09-14,AT2,Österreich · 2. Liga,St. Pölten,Amstetten,2,1,2.34,1.61,2.11,1.72
2024-09-16,AT2,Österreich · 2. Liga,St. Pölten,Kapfenberg,3,1,2.41,1.68,2.04,1.73
2024-09-17,AT2,Österreich · 2. Liga,Lustenau,Admira,1,1,1.45,2.68,1.48,2.73
2024-09-19,AT2,Österreich · 2. Liga,Admira,Vienna,0,0,1.91,1.94,1.72,2.08
2024-09-20,AT2,Österreich · 2. Liga,Lustenau,Kapfenberg,2,0,1.8,2.15,1.6,2.2
2024-09-21,AT2,Österreich · 2. Liga,St. Pölten,Admira,1,4,1.89,1.82,1.82,2.02
2024-09-22,AT2,Österreich · 2. Liga,Amstetten,Liefering,0,5,1.97,1.92,1.85,1.95
2024-09-24,AT2,Österreich · 2. Liga,Liefering,Admira,3,1,1.56,2.55,1.55,2.37
2024-09-27,AT2,Österreich · 2. Liga,Amstetten,Vienna,1,1,2.15,1.72,1.88,1.9
2024-09-30,AT2,Österreich · 2. Liga,Kapfenberg,St. Pölten,0,1,2.4,1.55,1.98,1.72
2024-10-01,AT2,Österreich · 2. Liga,Vienna,Lustenau,3,1,1.49,2.56,1.54,2.4
2024-10-04,AT2,Österreich · 2. Liga,Admira,Amstetten,2,1,1.71,2.16,1.6,2.29
2024-10-06,AT2,Österreich · 2. Liga,Vienna,Amstetten,1,2,2.31,1.67,2.01,1.79
2024-10-08,AT2,Österreich · 2. Liga,Lustenau,Liefering,3,1,1.7,2.28,1.65,2.43
2024-10-10,AT2,Österreich · 2. Liga,Admira,St. Pölten,2,3,1.88,1.93,1.81,1.98
2024-10-11,AT2,Österreich · 2. Liga,Ried,Kapfenberg,1,1,1.9,1.9,1.88,2.05
2024-10-14,AT2,Österreich · 2. Liga,Ried,Lustenau,1,0,1.39,2.85,1.5,2.6
2024-10-17,AT2,Österreich · 2. Liga,Liefering,Vienna,1,3,1.85,1.91,1.81,1.96
2024-10-18,AT2,Österreich · 2. Liga,Lustenau,St. Pölten,1,1,1.64,2.13,1.55,2.37
2024-10-20,AT2,Österreich · 2. Liga,Admira,Liefering,0,0,1.9,1.93,1.83,2.05
2024-10-21,AT2,Österreich · 2. Liga,St. Pölten,Lustenau,3,3,1.7,2.15,1.64,2.32
2024-10-23,AT2,Österreich · 2. Liga,Ried,Admira,1,1,2.15,1.73,1.91,1.81
2024-10-26,AT2,Österreich · 2. Liga,Ried,Vienna,2,0,2.07,1.69,2.05,1.89
2024-10-29,AT2,Österreich · 2. Liga,Ried,St. Pölten,0,1,2.23,1.75,1.97,1.73
2024-10-30,AT2,Österreich · 2. Liga,Amstetten,Lustenau,3,1,1.27,4.0,1.28,3.26
2024-11-02,AT2,Österreich · 2. Liga,St. Pölten,Liefering,3,1,2.2,1.78,1.89,1.88
2024-11-05,AT2,Österreich · 2. Liga,Kapfenberg,Admira,1,0,1.82,2.08,1.64,2.22
2024-11-07,AT2,Österreich · 2. Liga,Lustenau,Amstetten,2,1,1.31,3.95,1.27,3.7
2024-11-10,AT2,Österreich · 2. Liga,Amstetten,St. Pölten,1,1,1.97,1.77,1.86,1.88
2024-11-12,AT2,Österreich · 2. Liga,Amstetten,Admira,4,1,1.97,1.88,1.91,1.86
2024-11-14,AT2,Österreich · 2. Liga,Kapfenberg,Ried,1,1,1.96,1.85,1.71,2.11
2024-11-16,AT2,Österreich · 2. Liga,Ried,Liefering,0,2,2.32,1.61,2.16,1.78
2024-11-17,AT2,Österreich · 2. Liga,Lustenau,Ried,2,1,1.55,2.68,1.47,2.74
2024-11-18,AT2,Österreich · 2. Liga,Lustenau,Vienna,0,1,1.61,2.32,1.53,2.61
2024-11-19,AT2,Österreich · 2. Liga,Ried,Amstetten,3,2,1.58,2.43,1.5,2.5
2024-11-20,AT2,Österreich · 2. Liga,Admira,Ried,2,1,1.57,2.62,1.45,2.58
2024-08-02,IT1,Italien · Serie A,Lazio,Inter,4,2,2.06,1.76,1.89,1.88
2024-08-03,IT1,Italien · Serie A,Lazio,Atalanta,2,1,2.11,1.67,2.02,1.8
2024-08-05,IT1,Italien · Serie A,Milan,Juventus,1,3,1.64,2.27,1.64,2.14
2024-08-08,IT1,Italien · Serie A,Atalanta,Napoli,2,1,2.55,1.55,2.09,1.67
2024-08-11,IT1,Italien · Serie A,Atalanta,Fiorentina,1,2,1.97,1.84,1.93,1.96
2024-08-14,IT1,Italien · Serie A,Lazio,Juventus,1,1,2.56,1.45,2.17,1.63
2024-08-16,IT1,Italien · Serie A,Atalanta,Milan,3,1,1.9,1.85,1.81,2.13
2024-08-19,IT1,Italien · Serie A,Napoli,Fiorentina,1,3,2.33,1.6,2.08,1.86
2024-08-21,IT1,Italien · Serie A,Roma,Lazio,2,5,2.18,1.69,1.87,1.95
2024-08-23,IT1,Italien · Serie A,Juventus,Fiorentina,1,1,1.9,1.76,1.86,1.9
2024-08-25,IT1,Italien · Serie A,Fiorentina,Inter,2,3,1.69,2.33,1.59,2.18
2024-08-27,IT1,Italien · Serie A,Napoli,Roma,4,1,2.87,1.49,2.27,1.65
2024-08-29,IT1,Italien · Serie A,Inter,Roma,0,2,1.69,2.2,1.67,2.27
2024-08-30,IT1,Italien · Serie A,Roma,Juventus,1,1,2.03,1.91,1.85,1.99
2024-09-01,IT1,Italien · Serie A,Roma,Inter,4,0,1.84,1.81,1.72,2.07
2024-09-03,IT1,Italien · Serie A,Atalanta,Inter,1,1,1.61,2.48,1.62,2.34
2024-09-05,IT1,Italien · Serie A,Fiorentina,Juventus,1,0,2.01,1.78,1.88,1.99
2024-09-06,IT1,Italien · Serie A,Milan,Fiorentina,1,0,1.57,2.4,1.63,2.21
2024-09-09,IT1,Italien · Serie A,Milan,Inter,4,2,1.59,2.35,1.47,2.44
2024-09-12,IT1,Italien · Serie A,Roma,Fiorentina,2,0,1.9,1.76,1.79,1.98
2024-09-14,IT1,Italien · Serie A,Fiorentina,Roma,2,5,2.01,1.74,1.81,1.87
2024-09-15,IT1,Italien · Serie A,Milan,Roma,1,1,1.78,2.15,1.76,2.16
2024-09-16,IT1,Italien · Serie A,Milan,Lazio,3,2,1.93,1.76,1.94,1.83
2024-09-18,IT1,Italien · Serie A,Atalanta,Lazio,0,2,2.03,1.86,1.88,1.88
2024-09-21,IT1,Italien · Serie A,Juventus,Napoli,1,2,1.87,1.88,1.81,1.99
2024-09-22,IT1,Italien · Serie A,Roma,Milan,1,2,1.73,2.11,1.66,2.16
2024-09-23,IT1,Italien · Serie A,Inter,Napoli,1,1,1.91,1.83,1.82,1.87
2024-09-26,IT1,Italien · Serie A,Inter,Atalanta,2,1,1.92,2.01,1.76,2.12
2024-09-29,IT1,Italien · Serie A,Atalanta,Juventus,0,1,2.12,1.73,1.88,1.84
2024-10-02,IT1,Italien · Serie A,Milan,Atalanta,4,2,1.86,1.9,1.74,2.14
2024-10-03,IT1,Italien · Serie A,Inter,Juventus,1,3,1.79,1.97,1.78,2.13
2024-10-04,IT1,Italien · Serie A,Inter,Lazio,0,0,1.81,2.0,1.73,2.23
2024-10-05,IT1,Italien · Serie A,Lazio,Roma,1,1,2.31,1.6,2.01,1.7
2024-10-07,IT1,Italien · Serie A,Napoli,Milan,2,5,1.89,1.89,1.73,2.07
2024-10-09,IT1,Italien · Serie A,Lazio,Milan,0,1,1.84,1.94,1.75,2.15
2024-10-11,IT1,Italien · Serie A,Juventus,Lazio,1,2,2.18,1.68,1.92,1.92
2024-10-12,IT1,Italien · Serie A,Fiorentina,Napoli,1,1,2.32,1.62,2.06,1.75
2024-10-14,IT1,Italien · Serie A,Napoli,Inter,1,2,1.87,1.91,1.73,2.07
2024-10-16,IT1,Italien · Serie A,Napoli,Juventus,2,1,1.88,1.93,1.78,2.06
2024-10-19,IT1,Italien · Serie A,Fiorentina,Milan,0,0,1.56,2.38,1.53,2.36
2024-10-22,IT1,Italien · Serie A,Napoli,Lazio,2,1,2.73,1.42,2.16,1.61
2024-10-25,IT1,Italien · Serie A,Milan,Napoli,0,0,2.04,1.71,1.99,1.82
2024-10-26,IT1,Italien · Serie A,Napoli,Atalanta,0,1,2.53,1.48,2.2,1.69
2024-10-29,IT1,Italien · Serie A,Lazio,Napoli,0,1,2.66,1.44,2.25,1.55
2024-10-31,IT1,Italien · Serie A,Fiorentina,Lazio,1,0,2.17,1.8,1.92,1.91
2024-11-01,IT1,Italien · Serie A,Inter,Milan,1,0,1.66,2.23,1.66,2.31
2024-11-04,IT1,Italien · Serie A,Juventus,Inter,3,2,1.79,1.94,1.71,2.04
2024-11-06,IT1,Italien · Serie A,Juventus,Atalanta,3,3,1.89,1.89,1.71,2.04
2024-11-09,IT1,Italien · Serie A,Roma,Napoli,1,2,2.35,1.69,2.0,1.77
2024-11-11,IT1,Italien · Serie A,Roma,Atalanta,2,6,2.43,1.55,2.05,1.72
2024-11-12,IT1,Italien · Serie A,Lazio,Fiorentina,3,1,2.12,1.7,1.91,1.84
2024-11-14,IT1,Italien · Serie A,Juventus,Roma,2,0,1.76,2.0,1.8,2.12
2024-11-16,IT1,Italien · Serie A,Inter,Fiorentina,1,0,1.58,2.42,1.44,2.49
2024-11-17,IT1,Italien · Serie A,Fiorentina,Atalanta,1,1,2.34,1.62,2.01,1.81
2024-11-20,IT1,Italien · Serie A,Atalanta,Roma,1,0,2.28,1.51,2.29,1.67
2024-11-23,IT1,Italien · Serie A,Juventus,Milan,0,2,1.8,2.06,1.65,2.21
2024-08-02,IT2,Italien · Serie B,Palermo,Bari,0,1,2.34,1.61,2.17,1.71
2024-08-04,IT2,Italien · Serie B,Palermo,Modena,0,2,2.23,1.58,1.9,1.82
2024-08-05,IT2,Italien · Serie B,Sampdoria,Pisa,0,0,2.84,1.37,2.42,1.58
2024-08-07,IT2,Italien · Serie B,Parma,Modena,0,0,2.47,1.47,2.18,1.59
2024-08-08,IT2,Italien · Serie B,Modena,Sampdoria,0,2,2.83,1.51,2.35,1.6
2024-08-09,IT2,Italien · Serie B,Pisa,Sampdoria,1,1,2.43,1.63,2.1,1.75
2024-08-12,IT2,Italien · Serie B,Bari,Catanzaro,1,1,2.38,1.63,2.11,1.71
2024-08-14,IT2,Italien · Serie B,Südtirol,Catanzaro,0,0,2.29,1.62,1.97,1.79
2024-08-17,IT2,Italien · Serie B,Parma,Südtirol,1,0,3.09,1.35,2.62,1.47
2024-08-20,IT2,Italien · Serie B,Sampdoria,Bari,0,0,2.75,1.43,2.41,1.62
2024-08-22,IT2,Italien · Serie B,Bari,Palermo,1,1,1.88,1.89,1.76,1.92
2024-08-23,IT2,Italien · Serie B,Südtirol,Parma,1,1,2.57,1.52,2.14,1.67
2024-08-24,IT2,Italien · Serie B,Modena,Palermo,2,1,2.15,1.81,1.85,1.97
2024-08-27,IT2,Italien · Serie B,Südtirol,Sampdoria,4,0,2.4,1.51,2.09,1.81
2024-08-30,IT2,Italien · Serie B,Parma,Catanzaro,0,2,2.38,1.61,2.15,1.69
2024-08-31,IT2,Italien · Serie B,Modena,Parma,0,1,2.59,1.5,2.31,1.67
2024-09-02,IT2,Italien · Serie B,Modena,Südtirol,2,3,2.47,1.54,2.3,1.54
2024-09-03,IT2,Italien · Serie B,Palermo,Pisa,2,0,2.12,1.71,1.92,1.83
2024-09-06,IT2,Italien · Serie B,Palermo,Südtirol,2,3,1.86,1.97,2.06,1.76
2024-09-08,IT2,Italien · Serie B,Parma,Bari,0,1,3.3,1.34,2.6,1.54
2024-09-09,IT2,Italien · Serie B,Südtirol,Palermo,1,0,1.84,2.1,1.78,2.02
2024-09-12,IT2,Italien · Serie B,Pisa,Modena,1,3,2.89,1.38,2.25,1.65
2024-09-15,IT2,Italien · Serie B,Palermo,Catanzaro,0,0,1.97,1.76,1.88,2.06
2024-09-18,IT2,Italien · Serie B,Palermo,Sampdoria,0,0,2.05,1.8,2.02,1.8
2024-09-21,IT2,Italien · Serie B,Bari,Südtirol,3,0,2.22,1.62,2.04,1.76
2024-09-22,IT2,Italien · Serie B,Pisa,Südtirol,4,0,2.71,1.46,2.37,1.67
2024-09-23,IT2,Italien · Serie B,Catanzaro,Bari,2,1,2.52,1.51,2.48,1.54
2024-09-24,IT2,Italien · Serie B,Parma,Pisa,2,2,2.95,1.46,2.5,1.53
2024-09-27,IT2,Italien · Serie B,Sampdoria,Palermo,2,1,2.29,1.52,1.96,1.7
2024-09-28,IT2,Italien · Serie B,Bari,Pisa,2,0,3.29,1.37,2.44,1.46
2024-10-01,IT2,Italien · Serie B,Sampdoria,Modena,1,1,2.53,1.56,2.25,1.69
2024-10-04,IT2,Italien · Serie B,Sampdoria,Catanzaro,3,0,2.4,1.59,1.98,1.83
2024-10-06,IT2,Italien · Serie B,Pisa,Parma,0,1,2.66,1.42,2.33,1.61
2024-10-09,IT2,Italien · Serie B,Südtirol,Bari,4,1,2.27,1.68,2.06,1.87
2024-10-11,IT2,Italien · Serie B,Modena,Catanzaro,1,1,2.04,1.84,1.78,1.88
2024-10-13,IT2,Italien · Serie B,Pisa,Palermo,1,1,1.96,1.93,1.71,1.98
2024-10-15,IT2,Italien · Serie B,Südtirol,Pisa,2,3,3.07,1.37,2.59,1.5
2024-10-18,IT2,Italien · Serie B,Pisa,Bari,1,2,2.34,1.57,2.16,1.76
2024-10-19,IT2,Italien · Serie B,Sampdoria,Südtirol,1,1,2.51,1.48,2.1,1.66
2024-10-22,IT2,Italien · Serie B,Catanzaro,Modena,0,2,2.74,1.53,2.29,1.64
2024-10-23,IT2,Italien · Serie B,Catanzaro,Sampdoria,2,0,2.32,1.61,2.04,1.8
2024-10-26,IT2,Italien · Serie B,Pisa,Catanzaro,0,1,2.3,1.64,2.05,1.72
2024-10-29,IT2,Italien · Serie B,Parma,Sampdoria,0,1,2.96,1.37,2.51,1.58
2024-10-31,IT2,Italien · Serie B,Parma,Palermo,0,3,1.97,1.83,1.98,1.92
2024-11-02,IT2,Italien · Serie B,Catanzaro,Südtirol,1,0,2.65,1.43,2.18,1.59
2024-11-03,IT2,Italien · Serie B,Bari,Modena,1,0,2.43,1.6,2.16,1.76
2024-11-04,IT2,Italien · Serie B,Modena,Bari,0,1,2.18,1.62,2.1,1.7
2024-11-07,IT2,Italien · Serie B,Catanzaro,Palermo,2,3,2.09,1.75,1.87,1.88
2024-11-09,IT2,Italien · Serie B,Modena,Pisa,1,0,2.3,1.68,2.09,1.69
2024-11-12,IT2,Italien · Serie B,Palermo,Parma,1,2,2.54,1.48,2.19,1.59
2024-11-14,IT2,Italien · Serie B,Südtirol,Modena,2,1,2.61,1.42,2.3,1.59
2024-11-16,IT2,Italien · Serie B,Sampdoria,Parma,0,1,2.45,1.52,2.15,1.69
2024-11-18,IT2,Italien · Serie B,Catanzaro,Parma,0,0,2.87,1.44,2.42,1.59
2024-11-21,IT2,Italien · Serie B,Catanzaro,Pisa,1,2,2.31,1.56,2.13,1.7
2024-11-22,IT2,Italien · Serie B,Bari,Sampdoria,0,0,2.51,1.5,2.26,1.61
2024-11-25,IT2,Italien · Serie B,Bari,Parma,0,2,2.66,1.47,2.24,1.63
2024-08-02,ES1,Spanien · La Liga,Atlético,Villarreal,1,1,2.01,1.91,1.79,1.96
2024-08-05,ES1,Spanien · La Liga,Real Sociedad,Betis,0,2,2.29,1.51,2.15,1.7
2024-08-06,ES1,Spanien · La Liga,Atlético,Sevilla,1,3,2.48,1.5,2.12,1.67
2024-08-09,ES1,Spanien · La Liga,Betis,Sevilla,1,0,2.13,1.7,1.94,1.9
2024-08-10,ES1,Spanien · La Liga,Valencia,Barcelona,2,4,2.59,1.52,2.17,1.64
2024-08-12,ES1,Spanien · La Liga,Sevilla,Atlético,2,0,1.83,2.09,1.8,2.1
2024-08-14,ES1,Spanien · La Liga,Villarreal,Real Sociedad,1,2,1.95,1.88,1.82,1.97
2024-08-16,ES1,Spanien · La Liga,Real Sociedad,Barcelona,1,2,2.42,1.51,2.13,1.77
2024-08-17,ES1,Spanien · La Liga,Real Sociedad,Sevilla,0,2,1.91,1.92,1.76,1.99
2024-08-20,ES1,Spanien · La Liga,Barcelona,Sevilla,0,2,1.88,1.92,1.75,2.03
2024-08-21,ES1,Spanien · La Liga,Betis,Atlético,0,2,2.84,1.48,2.19,1.59
2024-08-22,ES1,Spanien · La Liga,Atlético,Barcelona,1,2,2.58,1.47,2.43,1.53
2024-08-24,ES1,Spanien · La Liga,Sevilla,Real Madrid,2,1,2.26,1.64,2.17,1.63
2024-08-25,ES1,Spanien · La Liga,Villarreal,Valencia,1,2,1.61,2.11,1.71,2.18
2024-08-26,ES1,Spanien · La Liga,Betis,Real Sociedad,0,0,2.29,1.65,2.36,1.58
2024-08-29,ES1,Spanien · La Liga,Real Sociedad,Valencia,2,0,2.47,1.56,2.23,1.77
2024-09-01,ES1,Spanien · La Liga,Real Sociedad,Villarreal,4,1,1.75,2.17,1.61,2.1
2024-09-02,ES1,Spanien · La Liga,Atlético,Real Madrid,0,0,2.2,1.63,1.94,1.82
2024-09-04,ES1,Spanien · La Liga,Valencia,Atlético,0,1,1.83,2.08,1.62,2.08
2024-09-05,ES1,Spanien · La Liga,Real Madrid,Atlético,4,0,2.24,1.67,2.02,1.8
2024-09-08,ES1,Spanien · La Liga,Barcelona,Real Madrid,2,0,2.72,1.51,2.25,1.62
2024-09-10,ES1,Spanien · La Liga,Valencia,Betis,2,0,2.94,1.36,2.37,1.59
2024-09-11,ES1,Spanien · La Liga,Betis,Real Madrid,0,0,3.02,1.46,2.5,1.63
2024-09-12,ES1,Spanien · La Liga,Sevilla,Valencia,2,0,1.88,2.02,1.86,2.06
2024-09-15,ES1,Spanien · La Liga,Valencia,Sevilla,0,0,2.03,1.8,1.77,1.87
2024-09-18,ES1,Spanien · La Liga,Barcelona,Valencia,2,1,1.94,1.74,1.92,1.96
2024-09-21,ES1,Spanien · La Liga,Sevilla,Barcelona,2,1,2.3,1.65,2.08,1.78
2024-09-24,ES1,Spanien · La Liga,Valencia,Real Sociedad,3,2,2.11,1.76,1.86,1.82
2024-09-26,ES1,Spanien · La Liga,Betis,Valencia,1,1,2.3,1.59,2.06,1.68
2024-09-29,ES1,Spanien · La Liga,Barcelona,Real Sociedad,0,1,2.37,1.62,1.96,1.73
2024-10-02,ES1,Spanien · La Liga,Real Madrid,Barcelona,1,0,2.4,1.52,2.25,1.62
2024-10-05,ES1,Spanien · La Liga,Betis,Barcelona,2,0,2.7,1.42,2.38,1.65
2024-10-06,ES1,Spanien · La Liga,Villarreal,Real Madrid,0,0,2.11,1.64,2.0,1.89
2024-10-07,ES1,Spanien · La Liga,Betis,Villarreal,2,1,1.99,1.76,1.84,1.95
2024-10-10,ES1,Spanien · La Liga,Villarreal,Atlético,0,0,1.73,2.17,1.63,2.16
2024-10-11,ES1,Spanien · La Liga,Villarreal,Sevilla,7,0,1.72,2.14,1.66,2.28
2024-10-14,ES1,Spanien · La Liga,Real Madrid,Villarreal,0,0,2.28,1.6,1.92,1.79
2024-10-15,ES1,Spanien · La Liga,Sevilla,Villarreal,1,1,1.54,2.27,1.75,2.17
2024-10-17,ES1,Spanien · La Liga,Villarreal,Betis,5,0,2.58,1.55,2.1,1.63
2024-10-20,ES1,Spanien · La Liga,Villarreal,Barcelona,0,2,1.85,2.02,1.71,2.16
2024-10-22,ES1,Spanien · La Liga,Atlético,Betis,1,1,3.03,1.33,2.54,1.56
2024-10-24,ES1,Spanien · La Liga,Real Madrid,Sevilla,3,1,2.72,1.39,2.27,1.65
2024-10-27,ES1,Spanien · La Liga,Barcelona,Villarreal,2,2,1.9,1.92,1.68,2.14
2024-10-30,ES1,Spanien · La Liga,Valencia,Villarreal,1,5,1.73,2.27,1.67,2.26
2024-11-01,ES1,Spanien · La Liga,Real Sociedad,Atlético,1,2,2.05,1.77,1.87,1.91
2024-11-04,ES1,Spanien · La Liga,Barcelona,Atlético,1,2,2.06,1.77,1.95,1.92
2024-11-07,ES1,Spanien · La Liga,Real Madrid,Betis,2,0,2.57,1.57,2.22,1.72
2024-11-10,ES1,Spanien · La Liga,Atlético,Real Sociedad,0,2,2.02,1.74,2.09,1.67
2024-11-12,ES1,Spanien · La Liga,Barcelona,Betis,2,2,2.46,1.53,2.18,1.66
2024-11-14,ES1,Spanien · La Liga,Real Madrid,Real Sociedad,1,2,2.29,1.57,2.16,1.62
2024-11-17,ES1,Spanien · La Liga,Atlético,Valencia,2,1,1.81,2.03,1.8,1.91
2024-11-19,ES1,Spanien · La Liga,Valencia,Real Madrid,1,0,2.44,1.56,2.05,1.65
2024-11-20,ES1,Spanien · La Liga,Real Madrid,Valencia,2,0,2.7,1.4,2.41,1.62
2024-11-23,ES1,Spanien · La Liga,Real Sociedad,Real Madrid,2,1,2.44,1.63,1.95,1.81
2024-11-24,ES1,Spanien · La Liga,Sevilla,Real Sociedad,4,0,1.72,2.2,2.04,1.78
2024-11-26,ES1,Spanien · La Liga,Sevilla,Betis,1,2,2.15,1.64,1.95,1.74
2024-08-03,ES2,Spanien · Segunda División,Elche,Levante,1,4,2.13,1.64,1.87,1.8
2024-08-06,ES2,Spanien · Segunda División,Eibar,Zaragoza,4,0,3.27,1.39,2.42,1.47
2024-08-09,ES2,Spanien · Segunda División,Burgos,Sporting,2,1,3.15,1.42,2.44,1.55
2024-08-10,ES2,Spanien · Segunda División,Levante,Oviedo,1,1,2.21,1.66,1.93,1.81
2024-08-11,ES2,Spanien · Segunda División,Tenerife,Sporting,1,1,2.46,1.53,2.09,1.63
2024-08-13,ES2,Spanien · Segunda División,Elche,Burgos,1,1,2.92,1.33,2.62,1.5
2024-08-14,ES2,Spanien · Segunda División,Elche,Tenerife,1,1,2.69,1.51,2.19,1.59
2024-08-17,ES2,Spanien · Segunda División,Sporting,Elche,5,1,1.98,1.83,1.95,1.86
2024-08-19,ES2,Spanien · Segunda División,Levante,Zaragoza,2,1,1.94,1.82,1.88,1.88
2024-08-21,ES2,Spanien · Segunda División,Tenerife,Eibar,0,0,2.78,1.42,2.34,1.55
2024-08-24,ES2,Spanien · Segunda División,Burgos,Oviedo,3,0,2.53,1.57,2.18,1.74
2024-08-26,ES2,Spanien · Segunda División,Tenerife,Levante,4,0,1.97,1.82,1.96,1.84
2024-08-27,ES2,Spanien · Segunda División,Levante,Sporting,2,1,1.83,1.83,1.77,2.12
2024-08-30,ES2,Spanien · Segunda División,Elche,Oviedo,1,2,2.2,1.7,1.96,1.75
2024-09-01,ES2,Spanien · Segunda División,Elche,Zaragoza,0,2,3.11,1.34,2.53,1.56
2024-09-04,ES2,Spanien · Segunda División,Zaragoza,Tenerife,2,1,3.3,1.38,2.53,1.58
2024-09-06,ES2,Spanien · Segunda División,Eibar,Levante,2,1,2.32,1.5,2.22,1.77
2024-09-07,ES2,Spanien · Segunda División,Levante,Tenerife,0,0,2.13,1.64,2.06,1.88
2024-09-09,ES2,Spanien · Segunda División,Zaragoza,Levante,1,2,2.29,1.67,2.22,1.68
2024-09-11,ES2,Spanien · Segunda División,Eibar,Oviedo,0,2,2.64,1.44,2.22,1.67
2024-09-12,ES2,Spanien · Segunda División,Burgos,Zaragoza,2,1,3.23,1.37,2.42,1.47
2024-09-14,ES2,Spanien · Segunda División,Sporting,Oviedo,0,0,2.48,1.5,2.05,1.76
2024-09-15,ES2,Spanien · Segunda División,Eibar,Tenerife,0,0,2.53,1.58,2.15,1.59
2024-09-18,ES2,Spanien · Segunda División,Elche,Sporting,1,2,2.71,1.43,2.18,1.6
2024-09-21,ES2,Spanien · Segunda División,Burgos,Tenerife,3,0,3.54,1.33,2.83,1.42
2024-09-23,ES2,Spanien · Segunda División,Oviedo,Tenerife,1,2,2.76,1.47,2.28,1.67
2024-09-24,ES2,Spanien · Segunda División,Levante,Elche,0,1,1.89,1.85,1.84,1.88
2024-09-25,ES2,Spanien · Segunda División,Burgos,Eibar,3,0,2.72,1.43,2.34,1.64
2024-09-27,ES2,Spanien · Segunda División,Tenerife,Elche,2,1,2.65,1.51,2.26,1.59
2024-09-28,ES2,Spanien · Segunda División,Sporting,Tenerife,0,0,2.5,1.54,2.17,1.68
2024-09-29,ES2,Spanien · Segunda División,Oviedo,Sporting,2,1,2.16,1.61,1.95,1.76
2024-10-02,ES2,Spanien · Segunda División,Oviedo,Elche,0,0,2.42,1.64,2.19,1.8
2024-10-05,ES2,Spanien · Segunda División,Tenerife,Burgos,1,0,2.88,1.43,2.37,1.58
2024-10-07,ES2,Spanien · Segunda División,Oviedo,Levante,1,2,2.04,1.75,1.94,1.77
2024-10-09,ES2,Spanien · Segunda División,Zaragoza,Oviedo,1,1,2.36,1.56,2.03,1.7
2024-10-12,ES2,Spanien · Segunda División,Zaragoza,Sporting,2,1,2.56,1.56,2.27,1.63
2024-10-15,ES2,Spanien · Segunda División,Tenerife,Oviedo,0,1,2.78,1.38,2.27,1.54
2024-10-17,ES2,Spanien · Segunda División,Burgos,Elche,2,3,2.63,1.48,2.37,1.65
2024-10-18,ES2,Spanien · Segunda División,Eibar,Sporting,1,2,2.08,1.83,1.91,1.84
2024-10-20,ES2,Spanien · Segunda División,Burgos,Levante,2,0,2.41,1.52,2.1,1.64
2024-10-21,ES2,Spanien · Segunda División,Zaragoza,Eibar,2,0,2.69,1.49,2.2,1.65
2024-10-22,ES2,Spanien · Segunda División,Sporting,Eibar,1,2,2.53,1.58,2.22,1.74
2024-10-24,ES2,Spanien · Segunda División,Oviedo,Zaragoza,0,1,2.51,1.51,2.22,1.79
